ID,Target
ID_ED91AC7A28,0.04035520138673436
ID_29975A9C7E,0.051627889594770306
ID_F59CE25650,0.058628484420539584
ID_E875F68D1A,0.030023051507152194
ID_2902B1C0D0,0.03704141613794189
ID_8C3311150A,0.19755137400074924
ID_E7E3D1F707,0.07267795700003479
ID_0883F8130C,0.2417544863158409
ID_E6D3162C31,0.2539635697549367
ID_0E8F96135D,0.04685309792508369
ID_A1CCA8B42F,0.05857670619459748
ID_73C5D07F71,0.054973768988623474
ID_FD558F6981,0.49703287503541976
ID_4CBE0C3ED4,0.09864345188538791
ID_DA7937D406,0.0559403144813936
ID_5C5E622827,0.08228082373593601
ID_B443191D19,0.036016534342964826
ID_C677C4339F,0.15226757808479965
ID_7030A34902,0.057602688457829475
ID_383118FB7C,0.05673680838952444
ID_78642510AF,0.08762418971416794
ID_133E1C78F8,0.029301991743235677
ID_E499CE39F8,0.0503819490071384
ID_5F35203464,0.1054995208477831
ID_88FCEA0F1E,0.08763320954163109
ID_F02AEB66C3,0.07228101097410256
ID_6DDC595C39,0.029918297596880826
ID_5140ED1C47,0.44628082819126974
ID_A1CF053F7A,0.0971087570151275
ID_B2338E13D4,0.3956050442615555
ID_5E4FEFC8CE,0.02923880411871605
ID_C8FFF95929,0.033737330652093146
ID_2980745F43,0.13900969934738655
ID_61CD72F6CE,0.044242551038984994
ID_F010EF7A8A,0.09683542508693273
ID_715BE137A6,0.0709818501537535
ID_0177953F20,0.35950173286104176
ID_42F7F2CE0F,0.07121982231720095
ID_BAD7D54489,0.21198196424368915
ID_4469CD3953,0.24347674961713248
ID_4D18EE25F6,0.05202027750360827
ID_54F726CC26,0.48418818180089807
ID_76FFCF186A,0.7955750683302549
ID_843D804F8C,0.3467828890776039
ID_BB84B1EE82,0.10165007992375123
ID_5BF679D81C,0.0721580376894905
ID_15508CE449,0.23830716963574283
ID_8D9F2F7ACC,0.08033671435716178
ID_27B963FB0B,0.0595986718364259
ID_D8A0C7E8F0,0.08353017601046873
ID_94D06A1758,0.02948688266450162
ID_5356F4FFFE,0.061085057989107835
ID_66C8E9A655,0.06863655924582443
ID_DA216AD1EE,0.04628532009695182
ID_161B2E5C48,0.025201257250764414
ID_810E109705,0.16841455012909173
ID_0B25D90862,0.0684696614843642
ID_5DFBD5885C,0.12497674716930567
ID_A1EDC813CA,0.1050775940063009
ID_BC28FF4AAC,0.4444084015211603
ID_0612AB3FC8,0.06652717275073619
ID_4FDAF4B6B2,0.36781929806553515
ID_F5F2B40225,0.08714662072505326
ID_B3944EA4A3,0.04986608345376137
ID_B0C729F568,0.04527694732819065
ID_2C527E3FD9,0.47311545722862763
ID_02B554B1DC,0.09573563152840388
ID_53029D4C63,0.08047883950080519
ID_D74B51178D,0.4322610776398732
ID_CF15ABFA69,0.0790442447418683
ID_9453C6900E,0.5440819357175952
ID_09B7701406,0.09516789500900169
ID_98820A4FD2,0.10735837020801076
ID_9AE57AECF7,0.13446840716522182
ID_060438A1F9,0.059851023024304215
ID_CC328499E0,0.08129440858325798
ID_4EAFEA1700,0.08815070170503565
ID_7A19F1A76D,0.19137319489075427
ID_90ADBE8D44,0.4024399001013011
ID_7A4A4B6116,0.1605621663544084
ID_21E3195C83,0.4220828934863706
ID_BA507E2751,0.08221416662380868
ID_B911E5C8BD,0.13059119576227646
ID_E541DD22C2,0.17659786399211855
ID_7326C068A9,0.09617753544222121
ID_82FB85B65C,0.14201339688735154
ID_83550B0F44,0.06251193640042385
ID_828206AAAF,0.35814705146354864
ID_338365D4FF,0.44216141006338167
ID_CB565D8E46,0.10241758979443431
ID_810711A3B8,0.19999353118611615
ID_780636EE11,0.4691278387782745
ID_9394F8D191,0.13344024861419543
ID_C3716DB5AA,0.18195174379352808
ID_D30ACD86D5,0.040713589499364794
ID_FBF0F75EF5,0.11363223177878548
ID_B8875E9981,0.08979577731181691
ID_A477311ABA,0.050878421724765824
ID_ABD047D25C,0.09030692938026218
ID_A641EFA0D7,0.061119819878677525
ID_2896538B2A,0.10198612021534366
ID_53FB896932,0.11698060676411773
ID_B1F8C2732A,0.05086874272122708
ID_B9D27E11E5,0.27804358829285203
ID_2A8D7A4074,0.040150693562121156
ID_DE27AFD718,0.054712136940762976
ID_E6891D3C1F,0.051847868531001505
ID_FF307F65DA,0.028563005788160574
ID_28A21F4554,0.03059387086976173
ID_0BB0D2AE60,0.08224459582350585
ID_2DCBE0E7C5,0.03094367260524844
ID_2CD100257F,0.0751070165603509
ID_21F588C8AF,0.07425605183144644
ID_83A9163982,0.057285494466179164
ID_FDBD846185,0.1006327025139645
ID_654F715819,0.38515063146286077
ID_DD2DBD626F,0.4868344827860532
ID_420B4D02AC,0.1653751345915418
ID_E1A0CEEB22,0.08418722962969152
ID_026498CC7E,0.10010790702827607
ID_8E0E47419F,0.20715470858830506
ID_A0743B0083,0.07706584997852352
ID_DFBD40412C,0.04196502906455181
ID_A7C967B5FA,0.04412277471123942
ID_FF7ECDE559,0.13167277260816945
ID_54BB9BA620,0.029981110288601932
ID_0332D69317,0.05199263687025146
ID_E6FD2848EC,0.08621307979454759
ID_6ABD0D8686,0.048816565750358774
ID_6988700787,0.05829674147478305
ID_9699ED5669,0.0896908071911052
ID_F57899D81A,0.5033965202515945
ID_97041A0807,0.07691297068949905
ID_547F29C830,0.05788640773210274
ID_9CA23B3E46,0.10579212636782973
ID_F3539E8DC8,0.08022205029297051
ID_44B57254CF,0.11101791305291261
ID_CC55E62D1A,0.25293860890635306
ID_D0761A2909,0.07622643923685904
ID_F6BD8E6437,0.1451971417015469
ID_234183D9C5,0.0688485047557309
ID_3EE2E602F0,0.09337404234371802
ID_BDA82CA136,0.3171497517589299
ID_5311EF65A8,0.26413946591322446
ID_310292BC83,0.08551274900978838
ID_E694F1FFCB,0.10398268390685086
ID_8BB403F176,0.042136705503821634
ID_D27D8AA7B3,0.08157309277966825
ID_54DD2AE999,0.18960701756238346
ID_2E2B72C380,0.07947773827721555
ID_2190646794,0.03593763932391513
ID_9DF3A5E6D7,0.08790594806008056
ID_901552F1D4,0.04778657684519383
ID_8C023167F3,0.05656798146364417
ID_80B205A60C,0.060498141861069346
ID_93179938E8,0.08336032507674114
ID_2A55B9FF44,0.0810342086633318
ID_E8B7ED3EF8,0.21737810609827446
ID_56EF3948D4,0.3464039579720159
ID_CD0C3D285A,0.08092075429721055
ID_E41B4292CA,0.08275552930865623
ID_85F985654B,0.05749920688323605
ID_3A816244FA,0.036717844420498816
ID_566CA30EA5,0.03588581378066939
ID_C0FBA88BBD,0.10053847883134814
ID_A2F39AE73F,0.08544666071775617
ID_F37A0A951A,0.11091698832034487
ID_C677F28B1D,0.15096417188621253
ID_9717049B45,0.3343242649738224
ID_49DC95D845,0.1224431474126308
